number,title,author,created_at,merged_at,additions,deletions,changed_files,commits,comments,review_comments,num_files,label,matched_fix,author_past_prs,author_past_bugs,author_past_bug_rate,is_first_pr
5305,Fix test_conflicting_post_params to work on pytest 5,hroncok,2020-01-02 15:55:08+00:00,2020-05-09 04:58:04+00:00,4,2,1,3,3,0,1,0,,1,1.0,1.0,0
5293,fix raise_for_status docstring,graingert,2019-12-18 09:13:37+00:00,2020-05-09 05:08:51+00:00,1,1,1,2,1,0,1,0,,0,0.0,0.0,1
5492,Remove what appears to be an un-needed call to self.resolve_redirects when not following redirects as part of creating a request's history.,dbaxa,2020-06-15 10:15:28+00:00,2020-06-15 14:44:38+00:00,6,4,1,1,3,0,1,0,,0,0.0,0.0,1
5468,Fix typo in README,kkirsche,2020-05-21 13:44:07+00:00,2020-06-15 15:23:17+00:00,1,1,1,2,0,0,1,0,,0,0.0,0.0,1
5495,Update number of dependents on requests,bharatr21,2020-06-15 17:19:00+00:00,2020-06-15 19:56:08+00:00,1,1,1,4,0,4,1,0,,0,0.0,0.0,1
5496,Avoid an unnecessary computation of the length of data for non-stream requests (which determine content-length based upon body content).,dbaxa,2020-06-16 10:55:28+00:00,2020-06-17 15:21:38+00:00,5,5,1,1,6,0,1,0,,1,0.0,0.0,0
5500,v2.24.0,nateprewitt,2020-06-17 15:35:50+00:00,2020-06-17 15:50:26+00:00,14,4,3,2,1,0,3,0,,16,9.0,0.5625,0
5475,Google App Engine,KartikChugh,2020-05-29 02:23:52+00:00,2020-06-17 20:09:35+00:00,2,2,2,4,1,0,2,0,,0,0.0,0.0,1
5505,Clarify that PreparedRequests should not be manually created,ollien,2020-06-19 02:08:33+00:00,2020-06-19 16:04:22+00:00,3,1,1,1,0,0,1,0,,0,0.0,0.0,1
5509,Docs: list CURL_CA_BUNDLE as supported,bbodenmiller,2020-06-20 06:40:44+00:00,2020-07-24 04:57:31+00:00,1,0,1,4,0,2,1,0,,0,0.0,0.0,1
5437,docs: make danger of verify=False clearer,elithrar,2020-04-25 19:07:50+00:00,2020-08-17 02:31:06+00:00,19,1,2,3,2,6,2,0,,0,0.0,0.0,1
5562,Cleanup documentation and README,sethmlarson,2020-08-18 21:47:55+00:00,2020-08-18 22:14:01+00:00,78,512,24,6,0,0,24,0,,3,1.0,0.3333333333333333,0
5567,Update index.rst to mention support Python 3.5+,girisagar46,2020-08-26 00:34:25+00:00,2020-08-26 00:50:14+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
5570,Apply the Apache-2.0 license correctly,ajorg-aws,2020-08-27 16:50:29+00:00,2020-08-27 18:09:02+00:00,174,10,2,1,0,0,2,0,,0,0.0,0.0,1
5584,Update kens github,Visgean,2020-09-11 15:02:28+00:00,2020-09-11 15:36:21+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
5605,Remove leftover HISTORY.md file read from setup.py,Ae-Mc,2020-09-29 14:54:58+00:00,2020-09-29 15:36:31+00:00,0,2,1,1,0,0,1,1,Merge pull request #5688 from dan-blanchard/patch-1,0,0.0,0.0,1
5608,Add official Python 3.8 support on Appveyor,abdullahselek,2020-09-30 19:56:20+00:00,2020-09-30 20:35:12+00:00,5,0,1,1,0,0,1,0,,0,0.0,0.0,1
5611,Create codeql-analysis.yml,sigmavirus24,2020-10-01 14:19:41+00:00,2020-10-02 22:10:53+00:00,66,0,1,2,1,7,1,0,,0,0.0,0.0,1
5614,small typo corrected.,smstong,2020-10-05 00:45:59+00:00,2020-10-05 18:15:44+00:00,1,1,1,1,0,0,1,1,Merge pull request #5594 from icfly2/patch-1,0,0.0,0.0,1
5643,Respect the NETRC environment variable,tarmath,2020-10-30 17:20:32+00:00,2020-11-01 16:52:02+00:00,10,3,2,1,1,12,2,1,"updated `get_encoding_from_headers` to return utf-8 if the content type is set to application/json, following RFC 4627.",0,0.0,0.0,1
5652,Move CI to Github Actions,nateprewitt,2020-11-10 22:27:27+00:00,2020-11-11 18:29:14+00:00,48,1118,10,2,3,2,10,1,Merge pull request #5663 from hugovk/patch-1,17,9.0,0.5294117647058824,0
5651,v2.25.0,nateprewitt,2020-11-10 20:38:36+00:00,2020-11-11 19:55:51+00:00,25,6,4,1,4,0,4,1,Merge pull request #5688 from dan-blanchard/patch-1,18,10.0,0.5555555555555556,0
5659,Remove reference to development philosophy,nateprewitt,2020-11-16 18:59:45+00:00,2020-11-16 19:19:06+00:00,2,5,1,1,0,0,1,0,,19,11.0,0.5789473684210527,0
5594,Update advanced.rst,icfly2,2020-09-23 11:20:12+00:00,2020-11-17 01:31:40+00:00,2,2,1,1,0,0,1,1,Fix typo request -> requests,0,0.0,0.0,1
5663,Pin GHA to Ubuntu 18.04,hugovk,2020-11-18 07:05:01+00:00,2020-11-18 16:32:03+00:00,1,1,1,1,0,0,1,0,,5,1.0,0.2,0
5672,Fix broken link to Kenneth Rietz page,sivaraam,2020-11-28 18:09:19+00:00,2020-11-28 18:21:03+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
5673,updated `get_encoding_from_headers` to return utf-8 if the content type is set to application/json,jjmaldonis,2020-11-29 18:00:53+00:00,2020-11-29 18:19:16+00:00,4,0,1,1,1,0,1,0,,0,0.0,0.0,1
5670,Proxy related doc updates,smarie,2020-11-27 11:06:11+00:00,2020-12-04 19:38:17+00:00,47,5,2,4,8,0,2,1,Fix typo,0,0.0,0.0,1
5684,"update sponsorship link, resolves #5683",ewdurbin,2020-12-09 13:52:50+00:00,2020-12-09 14:03:58+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
5688,Upgrade to chardet 4.x,dan-blanchard,2020-12-11 01:26:30+00:00,2020-12-14 17:29:11+00:00,3,5,2,1,4,0,2,0,,0,0.0,0.0,1
5694,fixed a typo in module doc string.,shouro,2020-12-14 23:44:12+00:00,2020-12-14 23:49:50+00:00,2,2,1,2,0,0,1,0,,0,0.0,0.0,1
5695,v2.25.1,nateprewitt,2020-12-16 17:56:20+00:00,2020-12-16 19:34:27+00:00,13,2,2,1,0,0,2,0,,20,11.0,0.55,0
5723,Format c_rehash,bbodenmiller,2021-01-20 01:28:08+00:00,2021-01-20 14:58:36+00:00,1,1,1,1,0,0,1,1,Fix typo,1,0.0,0.0,0
5727,Fix typo error,xiaojueguan,2021-01-22 13:34:35+00:00,2021-01-22 13:41:39+00:00,1,1,1,1,0,0,1,1,Fix typo,0,0.0,0.0,1
5681,5677: Rebuild proxies on Session#send,mateusduboli,2020-12-08 17:39:44+00:00,2021-01-24 22:59:47+00:00,40,1,2,1,0,4,2,0,,0,0.0,0.0,1
5755,Provide directions for cloning repository despite malformed commits,pdmccormick,2021-02-17 20:44:27+00:00,2021-02-17 21:37:02+00:00,16,0,1,1,0,0,1,1,grammar fix (#5791),0,0.0,0.0,1
5761,Fix typo,andrewmwhite,2021-02-24 17:10:51+00:00,2021-02-24 17:19:48+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
5777,quickstart.rst: r.json() can raise JSONDecodeError on Py3,cclauss,2021-03-18 09:06:28+00:00,2021-03-18 14:36:35+00:00,9,2,2,3,1,2,2,0,,0,0.0,0.0,1
5778,Cleanup redundant allow_redirects kwargs in api,laggardkernel,2021-03-19 07:38:02+00:00,2021-03-19 16:44:20+00:00,0,2,1,1,0,0,1,0,,0,0.0,0.0,1
5780,Update setup.py,armangido,2021-03-19 18:38:13+00:00,2021-03-19 22:09:29+00:00,0,1,1,1,1,0,1,0,,0,0.0,0.0,1
5791,Grammar fix in description,cocobennett,2021-04-10 02:01:13+00:00,2021-04-11 16:25:49+00:00,1,1,1,1,2,0,1,0,,0,0.0,0.0,1
5810,Throw value error when serializing JSON object with NaN value,tallalnparis4ev,2021-05-04 10:37:03+00:00,2021-05-06 18:18:58+00:00,17,3,3,5,0,2,3,1,Fix inconsistent exception type in response.json() method (#5856),0,0.0,0.0,1
5811,Updated to new be-cordial-or-be-on-your-way URL and CoC now references Python Community CoC,MarkCBell,2021-05-06 19:37:35+00:00,2021-05-07 16:54:38+00:00,6,3,2,2,6,0,2,0,,0,0.0,0.0,1
5835,Fix GitHub links,fmarier,2021-06-01 03:29:22+00:00,2021-06-01 04:23:54+00:00,3,3,2,1,3,0,2,1,Fix broken link to adapters essay (#5899),0,0.0,0.0,1
5859,✅ Fix the tests suite on master by pinning Flask,Ousret,2021-07-06 20:04:55+00:00,2021-07-06 20:39:50+00:00,1,0,1,1,0,0,1,0,,0,0.0,0.0,1
5797,Switch LGPL'd chardet for MIT licensed charset_normalizer,ashb,2021-04-22 08:25:50+00:00,2021-07-06 23:55:02+00:00,119,27,10,1,105,25,10,1,fix minor typos (#5934),0,0.0,0.0,1
5707,Avoid zip extract racing condition by using read+write instead extract,gaborbernat,2020-12-24 19:20:04+00:00,2021-07-07 00:14:52+00:00,18,3,1,1,2,1,1,1,fix minor typos (#5934),0,0.0,0.0,1
5783,Add support for brotli decoding,dilyanpalauzov,2021-03-29 18:53:59+00:00,2021-07-07 13:16:28+00:00,15,1,4,4,8,5,4,1,fix minor typos (#5934),0,0.0,0.0,1
5711,bump idna has version 3.0 was released,naorlivne,2021-01-01 12:31:47+00:00,2021-07-07 13:25:20+00:00,2,1,1,3,18,1,1,0,,0,0.0,0.0,1
5867,Disable requests[security] and remove 3.5 support references,nateprewitt,2021-07-09 19:09:52+00:00,2021-07-09 19:40:55+00:00,14,8,7,1,0,0,7,1,fix minor typos (#5934),21,11.0,0.5238095238095238,0
5869,Stop abusing pytest-httpbin to test commonName support,pquentin,2021-07-12 07:24:18+00:00,2021-07-12 14:44:43+00:00,39,4,3,1,1,0,3,1,Fix inconsistent exception type in response.json() method (#5856),0,0.0,0.0,1
5868,v2.26.0,nateprewitt,2021-07-09 19:45:56+00:00,2021-07-13 14:52:02+00:00,24,7,2,1,1,0,2,1,fix minor typos (#5934),22,12.0,0.5454545454545454,0
5877,Update api.rst,steveberdy,2021-07-15 15:48:27+00:00,2021-07-16 18:06:42+00:00,2,2,1,1,0,0,1,0,,0,0.0,0.0,1
5821,Update advanced.rst,Akay7,2021-05-18 15:07:30+00:00,2021-07-18 10:59:38+00:00,1,1,1,3,0,4,1,1,fix minor typos (#5934),0,0.0,0.0,1
5881,docs: Update the Red Hat vulnerabilities contact,jeremycline,2021-07-19 13:05:36+00:00,2021-07-19 16:44:02+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
5856,Fix inconsistent exception type in response.json() method,steveberdy,2021-07-03 21:08:32+00:00,2021-07-26 15:56:44+00:00,47,18,7,28,8,41,7,1,fix minor typos (#5934),1,0.0,0.0,0
5890,Fix creating non-listening sockets in tests on some platforms,mgorny,2021-07-28 08:48:27+00:00,2021-07-28 16:23:08+00:00,3,1,1,1,1,0,1,0,,0,0.0,0.0,1
5851,Fix extract_zipped_paths infinite loop when provided invalid unc path,tl-hbk,2021-06-30 21:29:35+00:00,2021-08-03 00:40:34+00:00,8,0,2,1,0,2,2,1,fix minor typos (#5934),0,0.0,0.0,1
5899,Fix broken link to adapters essay,itsadok,2021-08-04 05:39:12+00:00,2021-08-04 05:58:51+00:00,1,1,1,1,0,0,1,1,fix minor typos (#5934),0,0.0,0.0,1
5906,Test verifying that ChunkedEncodingError is raised on an invalid Transfer-Encoding: chunked response.,theGOTOguy,2021-08-20 09:22:40+00:00,2021-08-25 02:00:17+00:00,22,0,1,1,1,0,1,0,,0,0.0,0.0,1
5910,Formatting,verhovsky,2021-08-25 16:16:07+00:00,2021-08-25 16:48:30+00:00,2,2,1,1,0,0,1,0,,0,0.0,0.0,1
5909,Add thread locker workflow,sigmavirus24,2021-08-25 00:23:19+00:00,2021-08-25 18:21:36+00:00,15,0,1,1,0,3,1,1,Fix syntax error in lock action (#5912),1,0.0,0.0,0
5911,Shorten the window before we lock threads,sigmavirus24,2021-08-25 18:24:18+00:00,2021-08-25 18:44:57+00:00,2,0,1,1,0,0,1,1,Fix syntax error in lock action (#5912),2,1.0,0.5,0
5912,Fix syntax error in lock action,nateprewitt,2021-08-26 00:38:55+00:00,2021-08-26 01:04:43+00:00,3,2,1,1,0,0,1,0,,23,13.0,0.5652173913043478,0
5913,Update codeql branch target,nateprewitt,2021-08-26 05:59:23+00:00,2021-08-26 10:58:35+00:00,2,2,1,1,0,0,1,0,,24,13.0,0.5416666666666666,0
5914,Appropriately handle urllib3's InvalidHeader exception,nateprewitt,2021-08-27 00:55:45+00:00,2021-08-27 01:11:30+00:00,30,1,2,1,0,0,2,0,,25,13.0,0.52,0
5916,Time out requests' tests after 10 minutes.,theGOTOguy,2021-08-27 18:19:09+00:00,2021-08-27 18:49:51+00:00,1,1,1,1,0,0,1,0,,1,0.0,0.0,0
5454,doc: Include rmax github username,rmax,2020-05-12 22:33:05+00:00,2021-08-28 04:23:46+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
5923,General doc updates,nateprewitt,2021-09-02 03:20:46+00:00,2021-09-02 15:53:46+00:00,20,10,8,1,0,0,8,1,fix minor typos (#5934),26,13.0,0.5,0
5928,Add support for 3.10,nateprewitt,2021-09-03 16:41:45+00:00,2021-09-04 02:03:16+00:00,3,2,3,1,0,3,3,0,,27,14.0,0.5185185185185185,0
5930,Update lock-issues.yml,sigmavirus24,2021-09-07 23:18:14+00:00,2021-09-08 00:00:31+00:00,1,1,1,1,0,0,1,0,,3,2.0,0.6666666666666666,0
5934,fix: minor typos,kkirsche,2021-09-15 11:33:32+00:00,2021-09-15 11:43:13+00:00,5,5,3,1,0,0,3,0,,1,0.0,0.0,0
5940,Don't mention pip as the reason for supporting py2,verhovsky,2021-09-21 22:34:57+00:00,2021-09-21 23:22:12+00:00,1,4,1,2,3,0,1,0,,1,0.0,0.0,0
5956,Add doc build requirements for RTD,nateprewitt,2021-10-09 21:43:23+00:00,2021-10-09 22:03:34+00:00,3,0,1,1,4,0,1,0,,28,14.0,0.5,0
5965,Update Bug_report.md,alanyee,2021-10-21 18:00:47+00:00,2021-10-21 18:06:33+00:00,9,7,1,1,0,0,1,0,,2,2.0,1.0,0
5924,Refactor rebuild_proxies to separate resolution and auth handling,nateprewitt,2021-09-02 06:01:26+00:00,2021-11-24 19:21:01+00:00,45,18,3,1,2,7,3,1,Merge pull request #6028 from nateprewitt/prox_auth_fix,29,14.0,0.4827586206896552,0
5990,Skip the test requiring trustme when it is not available,mgorny,2021-11-27 09:35:55+00:00,2021-11-28 01:20:18+00:00,4,1,1,1,6,0,1,0,,1,0.0,0.0,0
5410,Remove shebang from nonexecutable script,hrnciar,2020-04-02 08:50:39+00:00,2021-11-28 14:32:29+00:00,0,1,1,1,0,0,1,0,,0,0.0,0.0,1
5239,Catch AttributeError in utils.super_len,dimbleby,2019-10-21 11:55:23+00:00,2021-11-28 20:03:31+00:00,22,3,3,2,1,0,3,1,Merge pull request #6028 from nateprewitt/prox_auth_fix,0,0.0,0.0,1
5391,Send only one Host header in chunked request,hodbn,2020-03-17 22:01:53+00:00,2021-11-29 15:58:32+00:00,52,1,3,2,4,1,3,0,,0,0.0,0.0,1
5993,Run tox in parallel using -p instead of detox,davisagli,2021-11-30 03:25:51+00:00,2021-11-30 14:07:59+00:00,1,1,1,1,2,0,1,0,,0,0.0,0.0,1
5998,Update README.md,vashisthabhinav,2021-12-05 07:40:13+00:00,2021-12-05 10:52:10+00:00,1,1,1,4,1,0,1,0,,0,0.0,0.0,1
6018,Update basic auth example,nateprewitt,2021-12-29 01:09:40+00:00,2021-12-29 01:38:35+00:00,3,2,1,1,0,0,1,0,,30,15.0,0.5,0
6017,Fix erroneous use of 'schema' instead of 'scheme',nateprewitt,2021-12-29 00:46:24+00:00,2021-12-29 01:39:08+00:00,3,3,2,1,0,0,2,1,Fix inconsistent exception for JSONDecode error (#6097),31,15.0,0.4838709677419355,0
5414,Raise InvalidUrl if host starts with '.' character.,mondeja,2020-04-05 16:52:04+00:00,2021-12-29 01:39:36+00:00,3,1,2,1,0,0,2,1,Fix inconsistent exception for JSONDecode error (#6097),0,0.0,0.0,1
5917,Move from urlparse to parse_url for prepending schemes,nateprewitt,2021-08-27 19:10:24+00:00,2021-12-29 13:31:40+00:00,16,6,2,1,3,3,2,1,Merge pull request #6028 from nateprewitt/prox_auth_fix,32,16.0,0.5,0
6020,Update 3.10-dev to 3.10 and add pypy-3.7 in CI,nateprewitt,2021-12-29 05:36:12+00:00,2021-12-29 13:32:11+00:00,3,1,1,1,0,0,1,0,,33,17.0,0.5151515151515151,0
5894,Prevent unnecessary should_bypass_proxies checks in rebuild_proxies,dbaxa,2021-07-29 02:56:36+00:00,2021-12-29 17:06:05+00:00,1,2,1,1,10,5,1,1,Merge pull request #6028 from nateprewitt/prox_auth_fix,2,0.0,0.0,0
5382,Make the `data` vs `json` parameters more clear,gdubicki,2020-03-09 19:29:32+00:00,2021-12-29 17:46:21+00:00,6,4,1,1,3,0,1,0,,0,0.0,0.0,1
6022,General cleanup for 2.27.0,nateprewitt,2021-12-29 19:02:13+00:00,2021-12-29 22:29:09+00:00,14,10,3,1,0,0,3,1,Fix doc link,34,17.0,0.5,0
6019,v2.27.0,nateprewitt,2021-12-29 04:55:15+00:00,2022-01-03 14:59:11+00:00,48,8,2,1,2,0,2,0,,35,18.0,0.5142857142857142,0
6028,Fix auth parsing for proxies,nateprewitt,2022-01-04 15:32:52+00:00,2022-01-04 16:04:25+00:00,12,0,2,1,0,0,2,0,,36,18.0,0.5,0
6029,v2.27.1,nateprewitt,2022-01-04 16:27:44+00:00,2022-01-05 15:35:05+00:00,10,2,2,1,1,0,2,0,,37,18.0,0.4864864864864865,0
6035,Adding missing dependancies for testing,notAutomne,2022-01-06 14:32:42+00:00,2022-01-06 17:58:00+00:00,1,1,2,2,3,0,2,1,Fix jinja,0,0.0,0.0,1
6037,Start testing on 3.11 dev branch,nateprewitt,2022-01-07 17:29:38+00:00,2022-01-07 19:07:31+00:00,5,0,1,1,0,0,1,0,,38,18.0,0.47368421052631576,0
6042,Disable lock-threads on forks,nateprewitt,2022-01-11 15:27:18+00:00,2022-01-11 17:42:01+00:00,1,0,1,1,0,0,1,0,,39,18.0,0.46153846153846156,0
6036,Limit size of payload in JSONDecodeError,chyzzqo2,2022-01-07 01:02:24+00:00,2022-01-13 15:42:49+00:00,23,3,2,1,8,14,2,1,Merge pull request #6074 from nateprewitt/curl_ca_bundle,0,0.0,0.0,1
6044,Update quickstart.rst : fixing brotlicffi link,Chavithra,2022-01-17 18:27:03+00:00,2022-01-17 18:30:24+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
5978,mention all_proxy env variable in Proxies section,sha016,2021-11-14 03:03:25+00:00,2022-02-02 18:03:26+00:00,3,2,1,2,0,0,1,0,,0,0.0,0.0,1
6057,Wrap urllib3's SSLError as requests' SSLError,nateprewitt,2022-02-05 00:41:55+00:00,2022-02-05 18:56:05+00:00,55,5,3,1,0,0,3,1,Fix inconsistent exception for JSONDecode error (#6097),40,18.0,0.45,0
6069,Pin markupsafe for older versions of Jinja2,nateprewitt,2022-02-19 01:38:37+00:00,2022-02-19 13:34:48+00:00,4,1,1,1,0,0,1,0,,41,19.0,0.4634146341463415,0
6068,Reword proxies section and add warning,nateprewitt,2022-02-19 01:24:21+00:00,2022-02-19 23:04:07+00:00,13,4,1,1,0,0,1,0,,42,19.0,0.4523809523809524,0
6074,Fix environment CA Bundle resolution,nateprewitt,2022-02-25 18:36:12+00:00,2022-02-26 13:39:28+00:00,49,6,2,1,2,0,2,1,Fix several ResourceWarnings in test_requests.py (#4766),43,19.0,0.4418604651162791,0
6091,"Remove support for Python 2.7, 3.6 and Pypy3.6",nateprewitt,2022-03-23 00:27:13+00:00,2022-03-25 16:50:34+00:00,141,180,19,3,1,17,19,1,Fix output of test_lowlevel tests in case of timeout (#6136),44,20.0,0.45454545454545453,0
6097,Fix inconsistent exception for JSONDecode error,nateprewitt,2022-03-28 18:17:06+00:00,2022-03-28 18:51:27+00:00,26,0,2,1,0,0,2,0,,45,21.0,0.4666666666666667,0
6095,Add automatic code formatting to Requests,nateprewitt,2022-03-23 20:15:49+00:00,2022-04-29 19:16:58+00:00,2830,2399,39,9,1,0,39,1,Fixed warnings message to suggest using secure protocol. (#6188),46,21.0,0.45652173913043476,0
6116,Add .git-blame-ignore-revs,nateprewitt,2022-04-29 21:21:44+00:00,2022-04-29 21:39:22+00:00,5,0,1,1,0,0,1,0,,47,22.0,0.46808510638297873,0
4766,Fix several ResourceWarnings in test_requests.py,BoboTiG,2018-08-13 19:11:49+00:00,2022-05-11 01:04:18+00:00,44,38,1,1,4,5,1,0,,0,0.0,0.0,1
6133,Update utils.py,davidshivaji,2022-05-13 16:10:31+00:00,2022-05-13 16:36:14+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6144,Cleanup the docs sidebar,nateprewitt,2022-05-26 19:33:40+00:00,2022-05-26 19:45:57+00:00,0,83,2,1,0,0,2,0,,48,22.0,0.4583333333333333,0
6149,Tolerate bad registry entries in Windows proxy settings,nateprewitt,2022-06-01 15:48:19+00:00,2022-06-01 17:36:26+00:00,34,1,2,1,1,0,2,0,,49,22.0,0.4489795918367347,0
6150,Reduce lock thread runs to daily,nateprewitt,2022-06-01 17:35:28+00:00,2022-06-01 17:51:04+00:00,2,2,1,1,0,0,1,0,,50,22.0,0.44,0
6136,Fix output of test_lowlevel tests in case of timeout,ogayot,2022-05-19 15:58:16+00:00,2022-06-08 16:02:42+00:00,2,1,1,1,0,0,1,0,,0,0.0,0.0,1
6155,Run 3.11 CI on all platforms,nateprewitt,2022-06-08 04:03:55+00:00,2022-06-08 16:12:53+00:00,1,4,1,1,0,0,1,0,,51,22.0,0.43137254901960786,0
6154,Add validation for header name,nateprewitt,2022-06-08 04:02:40+00:00,2022-06-08 18:03:56+00:00,72,62,3,1,0,0,3,0,,52,22.0,0.4230769230769231,0
6157,Add GitHub action to automate linting,nateprewitt,2022-06-08 04:19:31+00:00,2022-06-08 19:11:11+00:00,16,0,1,2,0,2,1,0,,53,22.0,0.41509433962264153,0
6156,v2.28.0,nateprewitt,2022-06-08 04:10:18+00:00,2022-06-09 14:42:10+00:00,26,7,2,1,0,4,2,0,,54,22.0,0.4074074074074074,0
6179,"Update Dependency with `chardet>=3.0.2,<6`",hswong3i,2022-06-26 03:02:50+00:00,2022-06-28 02:25:59+00:00,3,3,2,1,3,0,2,0,,0,0.0,0.0,1
6169,Allow charset normalizer >=2 and <3,frenzymadness,2022-06-20 07:39:36+00:00,2022-06-29 02:01:43+00:00,2,2,2,1,2,4,2,0,,0,0.0,0.0,1
6170,Use yield from instead of looping yield,kkirsche,2022-06-20 13:01:10+00:00,2022-06-29 02:08:26+00:00,1,2,1,1,1,0,1,1,Fixed warnings message to suggest using secure protocol. (#6188),2,0.0,0.0,0
6182,v2.28.1,nateprewitt,2022-06-29 03:22:56+00:00,2022-06-29 15:09:12+00:00,14,2,2,1,3,0,2,0,,55,22.0,0.4,0
6188,Fixed warnings message to suggest using secure protocol.,slyapustin,2022-06-29 18:24:40+00:00,2022-06-29 18:41:49+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6200,Rephrase an outdated comment mentioning Python 2.,mila,2022-07-19 09:06:14+00:00,2022-07-20 23:13:36+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6204,Remove Python 2 mention on `chardet` behavior,DavidCain,2022-07-27 15:01:44+00:00,2022-07-27 17:22:21+00:00,2,3,1,1,1,2,1,1,Merge pull request #6234 from jaap3/patch-1,0,0.0,0.0,1
6234,Fix CURL_CA_BUNDLE override example,jaap3,2022-09-07 07:49:28+00:00,2022-09-09 19:10:15+00:00,3,3,1,1,0,0,1,0,,0,0.0,0.0,1
6261,Allow charset normalizer >=2 and <4,deedy5,2022-10-20 10:09:22+00:00,2022-10-20 18:26:19+00:00,4,4,3,6,5,0,3,0,,0,0.0,0.0,1
6262,JSONDecodeError included in the documentation,winmorre,2022-10-21 07:45:17+00:00,2022-10-21 16:37:48+00:00,1,0,1,1,1,0,1,0,,0,0.0,0.0,1
6291,Replace git protocol URL in docs with an HTTPS URL,oliviacrain,2022-11-21 20:09:10+00:00,2022-11-21 22:06:02+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6317,Update flake8 repo and version,ch-iv,2022-12-25 23:39:31+00:00,2022-12-26 04:24:16+00:00,2,2,1,1,0,0,1,0,,0,0.0,0.0,1
6325,Switch to Python 3.11 final on CI and add to tox file,browniebroke,2023-01-06 16:53:02+00:00,2023-01-06 18:32:31+00:00,2,2,2,1,0,0,2,0,,0,0.0,0.0,1
6236,ci: add minimum GitHub token permissions for workflows,ashishkurmi,2022-09-09 08:42:04+00:00,2023-01-11 22:06:54+00:00,13,0,3,1,1,0,3,0,,0,0.0,0.0,1
6329,v2.28.2,nateprewitt,2023-01-11 22:39:35+00:00,2023-01-12 16:16:12+00:00,14,3,2,1,0,1,2,0,,56,22.0,0.39285714285714285,0
6333,fix: Remove '<4' from python_requires,matthewfeickert,2023-01-18 21:37:47+00:00,2023-01-19 05:37:25+00:00,1,1,1,1,2,0,1,0,,0,0.0,0.0,1
6336,Support missing SNIMissingWarning in tests,pquentin,2023-01-20 18:26:35+00:00,2023-01-21 08:44:33+00:00,14,5,2,2,2,0,2,0,,1,1.0,1.0,0
6365,Response.raw.read() returns bytes,verhovsky,2023-02-27 10:33:32+00:00,2023-02-27 15:31:17+00:00,2,2,1,1,0,0,1,0,,2,0.0,0.0,0
6370,Upgrade lint.yml action,nateprewitt,2023-03-03 04:17:06+00:00,2023-03-03 04:45:27+00:00,6,5,2,1,0,0,2,0,,57,22.0,0.38596491228070173,0
6368,Changed the comment so it's less confusing,zhu-yifang,2023-03-02 23:36:36+00:00,2023-03-03 05:32:49+00:00,3,3,1,1,0,0,1,0,,0,0.0,0.0,1
6356,Allow str/bytes subclasses to be used as header parts,sethmlarson,2023-02-17 16:19:43+00:00,2023-03-03 20:39:03+00:00,48,13,3,1,2,0,3,1,Fix linting issues,4,1.0,0.25,0
6226,Use urllib3 native chunking ability,shadycuz,2022-09-01 00:53:34+00:00,2023-04-22 23:32:52+00:00,13,58,1,4,10,0,1,0,,0,0.0,0.0,1
6421,pin cryptography<40 on pypy 3.7,graingert,2023-04-22 11:44:51+00:00,2023-04-22 23:41:27+00:00,1,0,1,3,2,0,1,0,,1,0.0,0.0,0
6418,update GitHub actions to ubuntu 22.04,graingert,2023-04-21 15:54:43+00:00,2023-04-22 23:53:09+00:00,1,1,1,1,0,0,1,0,,2,0.0,0.0,0
6416,reenable the warnings plugin,graingert,2023-04-21 13:50:36+00:00,2023-04-23 00:00:22+00:00,1,1,1,1,5,0,1,0,,3,0.0,0.0,0
6430,v2.29.0,nateprewitt,2023-04-25 23:23:31+00:00,2023-04-26 15:19:11+00:00,10,2,2,1,3,0,2,1,Fixed a small typo (#6452),58,22.0,0.3793103448275862,0
6434,Remove strict parameter,pquentin,2023-04-28 18:53:50+00:00,2023-04-28 19:17:11+00:00,0,1,1,1,0,0,1,0,,2,1.0,0.5,0
6436,v2.30.0,nateprewitt,2023-05-03 15:27:01+00:00,2023-05-03 15:39:44+00:00,19,7,4,1,0,1,4,1,Fixed a small typo (#6452),59,23.0,0.3898305084745763,0
6452,Small typo fix in HISTORY.md,syed-saif,2023-05-09 15:08:51+00:00,2023-05-09 16:55:34+00:00,1,1,1,1,1,0,1,0,,0,0.0,0.0,1
6448,test on py3.12,graingert,2023-05-08 17:39:41+00:00,2023-05-13 14:10:56+00:00,3,3,3,4,9,4,3,0,,4,0.0,0.0,0
6424,test on pypy 3.8 and pypy 3.9 on windows and macos,graingert,2023-04-23 11:21:15+00:00,2023-05-15 15:04:22+00:00,3,4,1,4,0,0,1,0,,5,0.0,0.0,0
